name,category,subcategory
Chorus Master,CONDUCTING_AND_LEADING,
Concertmaster,CONDUCTING_AND_LEADING,
Concertmistress,CONDUCTING_AND_LEADING,
Conductor,CONDUCTING_AND_LEADING,
Contractor,CONDUCTING_AND_LEADING,
Director,CONDUCTING_AND_LEADING,
Directed By,CONDUCTING_AND_LEADING,
Leader,CONDUCTING_AND_LEADING,
Repetiteur,CONDUCTING_AND_LEADING,
